ID;URL;VERSIONS;FLAG;COMMITS;COMMENTS
CVE-2016-4438;https://github.com/apache/struts;2.3.28.1:2.3.29;False;76eb8f38a33ad0f1f48464ee1311559c8d52dd6d;
CVE-2016-4970;https://github.com/netty/netty;4.1.0.Final:4.1.1.Final;False;524156f164a910b8b0978d27a2c700a19cd8048f,9e2c400f89c5badc39919f811179d3d42ac5257c;
CVE-2016-4977;https://github.com/spring-projects/spring-security-oauth;1.0.5:1.0.6;False;fff77d3fea477b566bcacfbfc95f85821a2bdc2d;
CVE-2016-5007;https://github.com/spring-projects/spring-security;4.1.0:4.1.1;False;e4c13e3c0ee7f06f59d3b43ca6734215ad7d8974;
CVE-2016-6652;https://github.com/spring-projects/spring-data-jpa;1.10.3:1.10.4;False;b8e7fecccc7dc8edcabb4704656a7abe6352c08f,e9bd83f820b98c54d0b5a2ec0f3f1767332a862c,a22c17fc12f7063716cb40c11d1ff4e265ef8556,edd497b9c93b4f364ffc78ca302a05938d499271; vulnerable tag is fixed
CVE-2016-6793;https://github.com/apache/wicket;6.24.0:6.25.0;False;8faa056f35bb1fe0b21a92d0450a5aadad8f7753,134686ef7185d3f96fec953136ab4847cd36b68d; vulnerable tag is fixed
CVE-2016-6814;https://github.com/apache/groovy;2.4.7:2.4.8;False;716d3e67e744c7edeed7cbc3f874090d39355764,4df8b652aa018a5d5d1cda8fba938bf3422db31c;
CVE-2016-8629;https://github.com/keycloak/keycloak;2.3.0:2.4.0;False;a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,3d46b4c425d39b004566cc78164e1ffbe37d647c;
CVE-2016-9878;https://github.com/spring-projects/spring-framework;4.3.4:4.3.5;False;e2d6e709c3c65a4951eb096843ee75d5200cfcad,a7dc48534ea501525f11369d369178a60c2f47d0,43bf008fbcd0d7945e2fcd5e30039bc4d74c7a98;
CVE-2016-9879;https://github.com/spring-projects/spring-security;4.2.0:4.2.1;False;6d30da2e1f166ceac339899295e1b8a8ff2f08c4,ed2ae21074b7850d386371b2ab9e29268ef2f0c0,666e356ebc479194ba51e43bb99fc42f849b6175;
CVE-2016-10750;https://github.com/hazelcast/hazelcast;v3.10.7:v3.11;False;5a47697519018eb4918df33a21faae811e85f01a,ef4bea032d9f662bd63c690f4c1d6a2bcea6c2a7; vulnerable tag is fixed +  commit timestamp is outside the time interval
CVE-2016-1000338;https://github.com/bcgit/bc-java;1.55:None;False;b0c3ce99d43d73a096268831d0d120ffc89eac7f;
CVE-2016-1000340;https://github.com/bcgit/bc-java;1.55:None;False;790642084c4e0cadd47352054f868cc8397e2c00;
CVE-2016-1000343;https://github.com/bcgit/bc-java;1.55:None;False;50a53068c094d6cff37659da33c9b4505becd389;
CVE-2016-1000344;https://github.com/bcgit/bc-java;1.55:None;False;9385b0ebd277724b167fe1d1456e3c112112be1f;
CVE-2017-2617;https://github.com/hawtio/hawtio;1.5.4:1.5.5;False;8cf6848f4d4d4917a4551c9aa49dc00f699eb569;
CVE-2017-2638;https://github.com/infinispan/infinispan;8.0.0:9.0.0;False;f2d54c4ecb75c7264d4160ca7c461135712201a9;
CVE-2017-2670;https://github.com/undertow-io/undertow;1.3.27:1.3.28;False;08d6eaf61dab51403990e1fffa4c1d53212e4722,3ad7537d0bfeed5950afda0428ea704e5f00d815,9bfe9fbbb595d51157b61693f072895f7dbadd1d;
CVE-2017-3156;https://github.com/apache/cxf;3.1.9:3.1.10;False;1338469f7d25cfcda75b547c68bed95bd97903ac,e66ce235ee5f8dbde467c8c23eeb622b072d0bf3,555843f9563ccfc2ca1afb2950aebb4505d7711b;
CVE-2017-4971;https://github.com/spring-projects/spring-webflow;2.4.4:2.4.5;False;57f2ccb66946943fbf3b3f2165eac1c8eb6b1523,ec3d54d2305e6b6bce12f770fec67fe63008d45b;
CVE-2017-5637;https://github.com/apache/zookeeper;3.5.2:3.5.3;False;5fe68506f217246c7ebd96803f9c78e13ec2f11a,0313a0e0b6c47b316271533165e5830d1ca04478,835377f0e1cd215e791ed29c0bcff95e625f299c,6d9fc04c052adbc79bbbb1c63f3f00c816fb8e56;
CVE-2017-5641;https://github.com/apache/flex-blazeds;4.7.2:4.7.3;False;f861f0993c35e664906609cad275e45a71e2aaf1;
CVE-2017-5643;https://github.com/apache/camel;2.17.5:2.17.6;False;8afc5d1757795fde715902067360af5d90f046da,2c6964ae94d8f9a9c9a32e5ae5a0b794e8b8d3be,9f7376abbff7434794f2c7c2909e02bac232fb5b; extracted wrong vers from CPE.
CVE-2017-5645;https://github.com/apache/logging-log4j2;2.8.1:2.8.2;False;5dcc19215827db29c993d0305ee2b0d8dd05939d;
CVE-2017-7525;https://github.com/FasterXML/jackson-databind;2.8.8:2.8.9;False;60d459cedcf079c6106ae7da2ac562bc32dcabe1,6ce32ffd18facac6abdbbf559c817b47fcb622c1; one was wrong from tracer, another was just test files the one in advisory does not exist is from another repo
CVE-2017-7536;https://github.com/hibernate/hibernate-validator;5.2.4:5.2.5;False;0886e89900d343ea20fde5137c9a3086e6da9ac9,0ed45f37c4680998167179e631113a2c9cb5d113,0778a5c98b817771a645c6f4ba0b28dd8b5437b8;
CVE-2017-7545;https://github.com/kiegroup/jbpm-designer;6.5:6.6;False;a143f3b92a6a5a527d929d68c02a0c5d914ab81d,d9c355a53f0102e71cc668cd8fca440f5f46bdf1,cede7932601439cbc1c3708d0b5bb61f3601abe1;
CVE-2017-7656;https://github.com/eclipse/jetty.project;9.4.0:9.4.11;False;a285deea42fcab60d9edcf994e458c238a348b55;
CVE-2017-7657;https://github.com/eclipse/jetty.project;9.4.0:9.4.11;False;a285deea42fcab60d9edcf994e458c238a348b55,be8ff431a4b9b2e51c4c847512dfbc70166b8089;
CVE-2017-7661;https://github.com/apache/cxf-fediz;1.3.0:1.3.2;False;acdbe8c213576792dd95d87315bcc181ea61b57f,f368c472e7beb26f8ca6f818eee8139d8caf2e6e,707b8f95395a3a9ba6d2643053578081e91e5673;
CVE-2017-7662;https://github.com/apache/cxf-fediz;1.3.0:1.3.2;False;c68e4820816c19241568f4a8fe8600bffb0243cd,71480c3f7e516cf0d535fdd5abec63ab455e4d06;
CVE-2017-7957;https://github.com/x-stream/xstream;1.4.9:1.4.10;False;b3570be2f39234e61f99f9a20640756ea71b1b40,6e546ec366419158b1e393211be6d78ab9604abe;
CVE-2017-8028;https://github.com/spring-projects/spring-ldap;2.3.1:2.3.2;False;08e8ae289bbd1b581986c7238604a147119c1336;
CVE-2017-8045;https://github.com/spring-projects/spring-amqp;1.7.3:1.7.4;False;36e55998f6352ba3498be950ccab1d5f4d0ce655,83fe9fdec2c86a57898d56c5e109debd9d5c07d9,296d481f980fcbecbee01244e3644e254470a86e,6e9e00bb5bf0aa88444146db3c2eae138cc7b0a1;
CVE-2017-8046;https://github.com/spring-projects/spring-data-rest;2.6.8:2.6.9;False;f5bfe5358864de1a15566110de7ad7e5ffb48e99,8f269e28fe8038a6c60f31a1c36cfda04795ab45,824e51a1304bbc8334ac0b96ffaef588177e6ccd; vulnerable tag is fixed, but wrong tagging I believe
CVE-2017-9096;https://github.com/albfernandez/itext2;7.0.2:7.0.3;False;ad4259e57412f4b538df3a57c55e814cfe748a72;
CVE-2017-12159;https://github.com/keycloak/keycloak;None:None;False;9b75b603e3a5f5ba6deff13cbb45b070bf2d2239,e201f205d162d4d795d294fe065ca20f4005eef2;
CVE-2017-12624;https://github.com/apache/cxf;3.2.0:3.2.1;False;a2ce435cf0eedc8158d118d6d275114408d2a376,896bd961cbbb6b8569700e5b70229f78f94ad9dd,8bd915bfd7735c248ad660059c6b6ad26cdbcdf6;
CVE-2017-12629;https://github.com/apache/lucene-solr;7.0:7.1;False;926cc4d65b6d2cc40ff07f76d50ddeda947e3cc4,f9fd6e9e26224f26f1542224ce187e04c27b2681,3bba91131b5257e64b9d0a2193e1e32a145b2a23,d8000beebfb13ba0b6e754f84c760e11592d8d14;
CVE-2017-12631;https://github.com/apache/cxf-fediz;1.4.2:1.4.3;False;e7127129dbc0f4ee83985052085e185e750cebbf,48dd9b68d67c6b729376c1ce8886f52a57df6c45,ccdb12b26ff89e0a998a333e84dd84bd713ac76c;
CVE-2017-13098;https://github.com/bcgit/bc-java;1.0.2:1.0.3;False;a00b684465b38d722ca9a3543b8af8568e6bad5c;
CVE-2017-14063;https://github.com/AsyncHttpClient/async-http-client;2.0.34:2.0.35;False;e9f12b29725c567cdb4de98b3302a61ca9d41280,eb9e3347e45319be494db24d285a2aee4396f5d3;
CVE-2017-15703;https://github.com/apache/nifi;1.3.0:1.4.0;False;9e2c7be7d3c6a380c5f61074d9a5a690b617c3dc; was 1.4.0.1.5.0
CVE-2017-17485;https://github.com/FasterXML/jackson-databind;2.9.3:2.9.4;False;f031f27a31625d07922bdd090664c69544200a5d,978798382ceb72229e5036aa1442943933d6d171,bb45fb16709018842f858f1a6e1118676aaa34bd,2235894210c75f624a3d0cd60bfb0434a20a18bf;
CVE-2017-1000486;https://github.com/primefaces/primefaces;5.3:6.0;False;26e44eb7962cbdb6aa2f47eca0f230f3274358f0;
CVE-2018-1067;https://github.com/undertow-io/undertow;None:7.1.2.CR1;False;cc5b9bfb1a516e0102b7a2890277d1ba3132bc67,85d4478e598105fe94ac152d3e11e388374e8b86,f404cb68448c188f4d51b085b7fe4ac32bde26e0;
CVE-2018-1114;https://github.com/undertow-io/undertow;None:None;False;7f22aa0090296eb00280f878e3731bb71d40f9eb,882d5884f2614944a0c2ae69bafd9d13bfc5b64a;
CVE-2018-1259;https://github.com/spring-projects/spring-data-commons;2.0.6:2.0.7;False;b8974a292ab463a304eda987632be4d9c145f5f8,11d0aa1b396d8819a5a0d4933c5cfc72fe9ad102,fd94d3145d6cd2c41b07cdc76d6aa84319c1ad4d;
CVE-2018-1260;https://github.com/spring-projects/spring-security-oauth;2.3.2:2.3.3;False;70e5ba84ca98b7ab42c1900bdd9fa51b393d611f;
CVE-2018-1261;https://github.com/spring-projects/spring-integration-extensions;1.0.0:1.0.1;False;a5573eb232ff85199ff9bb28993df715d9a19a25;
CVE-2018-1263;https://github.com/spring-projects/spring-integration-extensions;1.0.1:1.0.2;False;d10f537283d90eabd28af57ac97f860a3913bf9b;
CVE-2018-1272;https://github.com/spring-projects/spring-framework;5.0.4:5.0.5;False;ab2410c754b67902f002bfcc0c3895bd7772d39f,e02ff3a0da50744b0980d5d665fd242eedea7675;
CVE-2018-1273;https://github.com/spring-projects/spring-data-commons;2.0.4:2.0.6;False;08d748a6fd0173a8ba0aa1f240c38afbdaf4ad9f,b1a20ae1e82a63f99b3afc6f2aaedb3bf4dc432a,ae1dd2741ce06d44a0966ecbd6f47beabde2b653;
CVE-2018-1274;https://github.com/spring-projects/spring-data-commons;2.0.5:2.0.6;False;06b0dab536963da78dadf2ba407e5937d81c348a,371f6590c509c72f8e600f3d05e110941607fbad,3d8576fe4e4e71c23b9e6796b32fd56e51182ee0;
CVE-2018-1284;https://github.com/apache/hive;2.3.2:2.3.3;False;cbcd846b7dee541595ceebdfb8ae367c11b1e666,f80a38ae1174553022deae4f8774918401d9756d,b0a58d245875dc1b3ac58a7cf1a61d3b17805e96;
CVE-2018-1304;https://github.com/apache/tomcat;9.0.4:9.0.5;False;723ea6a5bc5e7bc49e5ef84273c3b3c164a6a4fd,2d69fde135302e8cff984bb2131ec69f2e396964,5af7c13cff7cc8366c5997418e820989fabb8f48;
CVE-2018-1309;https://github.com/apache/nifi;1.5.0:1.6.0;False;28067a29fd13cdf8e21b440fc65c6dd67872522f;
CVE-2018-1336;https://github.com/apache/tomcat;9.0.7:9.0.8;False;92cd494555598e99dd691712e8ee426a2f9c2e93;
CVE-2018-5968;https://github.com/FasterXML/jackson-databind;2.9.3:2.9.4;False;038b471e2efde2e8f96b4e0be958d3e5a1ff1d05;
CVE-2018-7489;https://github.com/FasterXML/jackson-databind;2.9.4:2.9.5;False;6799f8f10cc78e9af6d443ed6982d00a13f2e7d2,e66c0a9d3c926ff1b63bf586c824ead1d02f2a3d;
CVE-2018-8008;https://github.com/apache/storm;1.0.6:1.0.7;False;1117a37b01a1058897a34e11ff5156e465efb692,0fc6b522487c061f89e8cdacf09f722d3f20589a,efad4cca2d7d461f5f8c08a0d7b51fabeb82d0af,f61e5daf299d6c37c7ad65744d02556c94a16a4b;
CVE-2018-8009;https://github.com/apache/hadoop;3.0.2:3.0.3;False;eaa2b8035b584dfcf7c79a33484eb2dffd3fdb11,11a425d11a329010d0ff8255ecbcd1eb51b642e3,6d7d192e4799b51931e55217e02baec14d49607b,bd98d4e77cf9f7b2f4b1afb4d5e5bad0f6b2fde3,cedc28d4ab2a27ba47e15ab2711218d96ec88d23,65e55097da2bb3f2fbdf9ba1946da25fe58bec98,12258c7cff8d32710fbd8b9088a930e3ce27432e,1373e3d8ad60e4da721a292912cb69243bfdf470,6a4ae6f6eeed1392a4828a5721fa1499f65bdde4,fc4c20fc3469674cb584a4fb98bac7e3c2277c96,e3236a9680709de7a95ffbc11b20e1bdc95a8605,745f203e577bacb35b042206db94615141fa5e6f,45a1c680c276c4501402f7bc4cebcf85a6fbc7f5;
CVE-2018-8014;https://github.com/apache/tomcat;9.0.8:9.0.9;False;d83a76732e6804739b81d8b2056365307637b42d,5877390a9605f56d9bd6859a54ccbfb16374a78b,60f596a21fd6041335a3a1a4015d4512439cecb5;
CVE-2018-8017;https://github.com/apache/tika;1.18:1.19;False;62926cae31a02d4f23d21148435804b96c543cc7,45a1c680c276c4501402f7bc4cebcf85a6fbc7f5;
CVE-2018-8025;https://github.com/apache/hbase;2.0.0:2.0.1;False;f6c4405929055c7e3d7135f49015dfac707c58d6,5f03fb399c13ff1eebf4067af6dc11cdded1694d,f7e50346322c6ba0ee46e64c07677e9ea052718e,7c1366de453989f115935c1db31d082d6ef3f868,30e98b4455f971c9cb3c02ac7b2daeebe4ee6f2d,bf25c1cb7221178388baaa58f0b16a408e151a69,625d4d002620139f49c8201f95b789b6a715cd41,dbebacbcfcbf66fbddb7e1b4a416c89e39831c5b,0c42acbdf86d08af3003105a26a2201f75f2e2c3;
CVE-2018-8026;https://github.com/apache/lucene-solr;7.3.1:7.4.0;False;e21d4937e0637c7b7949ac463f331da9a42c07f9,d1baf6ba593561f39e2da0a71a8440797005b55c,3aa6086ed99fa7158d423dc7c33dae6da466b093,e5407c5a9710247e5f728aae36224a245a51f0b1,1880d4824e6c5f98170b9a00aad1d437ee2aa12b; fixed version is vulnerable
CVE-2018-8027;https://github.com/apache/camel;2.20.3:2.20.4;False;24eefa559fe6b310629d2bf00663d2679ec81b96,3fe03e361725b66c1c3eaa40bb11577fb3dc17b3,8467d644813a62f3a836c0c7dee8cf5a41de3c07;
CVE-2018-8030;https://github.com/apache/qpid-broker-j;7.0.4:7.0.5;False;881323e56620ea069d52885842652a6fbf3403c0,025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27;
CVE-2018-8037;https://github.com/apache/tomcat;9.0.8:9.0.9;False;ed4b9d791f9470e4c3de691dd0153a9ce431701b,ccf2e6bf5205561ad18c2300153e9173ec509d73; was 9.0.9:9.0.10
CVE-2018-8038;https://github.com/apache/cxf-fediz;1.4.3:1.4.4;False;4c396acb42439e61cc63b0452dd22442d720b61b,b6ed9865d0614332fa419fe4b6d0fe81bc2e660d;
CVE-2018-8088;https://github.com/qos-ch/slf4j;1.7.25:1.7.26;False;d2b27fba88e983f921558da27fc29b5f5d269405,c15d3c1dab0c3398011dec3a16ad3e45b75ae70d,918a055bdf87867f69693cf82727fa435c489e25; tracer commit misses the good one
CVE-2018-10237;https://github.com/google/guava;24.1.0:24.1.1;False;7ec8718f1e6e2814dabaa4b9f96b6b33a813101c,f89ece5721b2f637fe754937ff1f3c86d80bb196;
CVE-2018-10862;https://github.com/wildfly/wildfly-core;6.0.0.Alpha1:6.0.0.Alpha3;False;77ea76eb5651ed1daf40a681a990bb65018d9535,40996ae6d5d3b6c1602a15f96b86a8d8a39b53eb;
CVE-2018-10936;https://github.com/pgjdbc/pgjdbc;42.2.4:42.2.5;False;cdeeaca47dc3bc6f727c79a582c9e4123099526e;
CVE-2018-11039;https://github.com/spring-projects/spring-framework;5.0.6:5.0.7;False;dac97f1b7dac3e70ff603fb6fc9f205b95dd6b01,f2694a8ed93f1f63f87ce45d0bb638478b426acd,323ccf99e575343f63d56e229c25c35c170b7ec1;
CVE-2018-11040;https://github.com/spring-projects/spring-framework;5.0.6:5.0.7;False;b80c13b722bb207ddf43f53a007ee3ddc1dd2e26,874859493bbda59739c38c7e52eb3625f247b93a;
CVE-2018-11087;https://github.com/spring-projects/spring-amqp;2.0.5:2.0.6;False;444b74e95bb299af5e23ebf006fbb45d574fb95e,d64e7fa3993dac577c0973e0caf8c31d27ef5e44;
CVE-2018-11248;https://github.com/lingochamp/FileDownloader;1.7.3:1.7.4;False;e8dd7724c9243b21181eb3d27a1715ed811ccfde,ff240b883490a84744705f9b4165719d7633f902,b023cc081bbecdd2a9f3549a3ae5c12a9647ed7f;
CVE-2018-11307;https://github.com/FasterXML/jackson-databind;2.9.4:2.9.6;False;27b4defc270454dea6842bd9279f17387eceb737,051bd5e447fbc9539e12a4fe90eb989dba0c656e,78e78738d69adcb59fdac9fc12d9053ce8809f3d;
CVE-2018-11758;https://github.com/apache/cayenne;4.0.M5:4.1;False;6fc896b65ed871be33dcf453cde924bf73cf83db,8d4c83abed024fc3a698148a122429022b89b590;
CVE-2018-11761;https://github.com/apache/tika;1.18:1.19;False;4e67928412ad56333d400f3728ecdb59d07d9d63,148adec1016acc122fa5e972f75d7029376998d9,bd9d75d8b0a85af2937047bfad04288c3044b2a6;
CVE-2018-11762;https://github.com/apache/tika;1.18:1.19;False;a09d853dbed712f644e274b497cce254f3189d57,c0fb57d9d20e8eb7cb77bce8742e4566a18f5db8;
CVE-2018-11771;https://github.com/apache/commons-compress;1.17.0:1.18.0;False;a41ce6892cb0590b2e658704434ac0dbcb6834c8;
CVE-2018-11775;https://github.com/apache/activemq;5.15.5:5.15.6;False;02971a40e281713a8397d3a1809c164b594abfbb,1e31df9800fc2db258f2458628bd9863c11b2846,69fad2a135689f6c31fbada1c397f2e0dfd90d3c,bde7097fb8173cf871827df7811b3865679b963d;
CVE-2018-11777;https://github.com/apache/hive;rel/release-3.1.0:rel/release-3.1.1;False;f0419dfaabe31dd7802c37aeebab101265907e1a,00c0ee7bc4b8492476b377a6edafcc33411f14b6,1a1d6ca1bc3ae840238dc345fa1eb2c7c28c8cb0;
CVE-2018-11784;https://github.com/apache/tomcat;9.0.11:9.0.12;False;efb860b3ff8ebcf606199b8d0d432f76898040da;
CVE-2018-11787;https://github.com/apache/karaf;4.1.0:4.1.1;False;cfa213ad680ded70b70bf0c648891a06386ef632,434e52502528e91e20d2f87cec7732f1e6e554c2,1fc60d7792e1aa35970b8d967f88ca3381053172;
CVE-2018-11788;https://github.com/apache/karaf;4.2.1:4.2.2;False;cc3332e97fa53a579312894d08e383f321a96aed,0c36c50bc158739c8fc8543122a6740c54adafca;
CVE-2018-12022;https://github.com/FasterXML/jackson-databind;2.9.5:2.9.6;False;7487cf7eb14be2f65a1eb108e8629c07ef45e0a1,28badf7ef60ac3e7ef151cd8e8ec010b8479226a;
